Temp;Time_travelling
13;0
13;0
13;0
13;0.0372654114317049
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
18;0.984218912449682
18;0.779330805833742
18;0.787549024724024
18;0
18;0.704210477922003
18;0.837166850391168
18;0.958743010666002
18;0.230448921378274
18;0.704900871555231
18;0
18;1.03149262169436
18;1.06148389392911
18;1.02242129622369
18;1.00425895603393
18;0.78443897422269
18;0.931860279591325
18;0.845614749750288
18;0.829705711297386
18;0.901957536593036
18;0.722050907782668
23;1.14095482218004
23;1.24749024451255
23;1.2152015421582
23;1.24233697340866
23;1.25937484496182
23;1.28789499622113
23;1.26370615592908
23;1.24717737446948
23;1.26235219539278
23;0.426985418999342
23;0.775580110646011
23;1.18795084107223
23;1.00586879196606
23;0.0185977527415247
23;1.2643258160668
23;0.825669488175932
23;1.28686796375261
23;1.04588061204147
23;1.26269822709663
23;1.23715610146811
28;1.17855731010498
28;1.34162880422517
28;1.24210641912224
28;1.42362380013017
28;1.41757547967335
28;1.38817895357375
28;1.19263052061238
28;1.35357641805132
28;1.10720996964787
28;1.45388597790271
28;1.34744014141956
28;1.33843103373346
28;1.45146660747986
28;1.43916815718048
28;1.4796172933044
28;1.46105435091418
28;1.47086356351728
28;1.45194626126558
28;1.39193605959542
28;1.41884799719186
33;1.29765238751497
33;1.44944320049307
33;1.26400959738736
33;1.17581770925881
33;1.27717929067693
33;1.00930922413477
33;1.18986446361
33;1.26535838763955
33;1.34918487407675
33;1.09022695932501
33;1.17990643274886
33;1.03191316446171
33;1.22266604173694
33;1.38746398231635
33;1.26731842473337
33;1.37160654602527
33;0.398301770027318
33;1.30499289275941
33;1.03476071399743
33;1.28163988850693
38;0
38;0.993711710672978
38;0.717393087162806
38;1.17807722772153
38;0.733063450752743
38;0.909823369650912
38;0.658011396657112
38;1.16952748955329
38;1.07506290870941
38;1.01421319945864
38;0.7481880270062
38;0.979339675051712
38;0.955848036154744
38;1.24689846949953
38;0.976604059471359
38;1.07118176665388
38;0.98949542825919
38;1.03579055251304
38;0.912487761332324
38;0.917016768046111
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
