Temp;Time_travelling
13;0
13;0
13;0
13;0.00270608071398135
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0
13;0.0322493057183552
18;0.172769853740293
18;0
18;0.0456638536923624
18;0.136340384374849
18;0.0859092158340569
18;0.357362010803737
18;0
18;0.890843034944122
18;0.0661663085537225
18;0.882094970205263
18;0.576727510012073
18;0.702777732864479
18;0.648766463497172
18;0.666283922623102
18;0.608347715167008
18;0.0487330483239684
18;0.145481282793405
18;0.769555779215496
18;1.28438372973366
18;0.245615471574105
23;0.108352793545202
23;0.277828660201677
23;0.0791862729241266
23;1.12128670957105
23;0.388814469032841
23;0.489920312309174
23;1.28339546641292
23;1.3932460676101
23;0.864534481131565
23;1.17961225680843
23;1.31838247850352
23;0.828070042823123
23;1.34606758965996
23;1.2486372862812
23;1.1291536364385
23;1.10082894839856
23;0.0177287669604316
23;0.727337888033079
23;0.999755623646053
23;0.458972118854017
28;1.35531891176729
28;1.39416728273437
28;1.31659678534593
28;1.39946449275018
28;1.16565230594104
28;1.433036059186
28;1.24648832239607
28;1.43356983646248
28;1.26514128225211
28;1.42677743633009
28;1.35429737410605
28;0.903245096894661
28;1.18569558035605
28;1.04632746907895
28;1.2568279488478
28;1.34525116967725
28;1.28450632670271
28;1.28082502968821
28;1.11595703246337
28;0.766381860384698
33;0.620679416352032
33;1.0692947465431
33;0.556804865753209
33;0.561051667607343
33;0.382824530610685
33;1.31432139100114
33;1.30850416062135
33;1.13727654647258
33;1.0252170668048
33;1.15090447134639
33;1.17233530624405
33;1.13519893058055
33;1.33416043632736
33;1.15508287833117
33;1.22775443818891
33;1.24907387053669
33;1.10840997141782
33;0.887195177041298
33;1.32008841271038
33;1.18930792253635
38;0.422904313178421
38;1.14754507667995
38;0.934735469451308
38;1.05190322807498
38;1.15263485019641
38;1.22684300811877
38;0.843284699250789
38;1.34036147865265
38;0.833572057623698
38;0.471047107007469
38;0.992332559047465
38;1.19009814372427
38;1.22374464372378
38;1.196014895738
38;1.04254269958974
38;1.20287412463608
38;0.555547862033706
38;1.15343373708716
38;1.12975808569489
38;1.1595827331956
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
