Temp;Max_speed
13;0.0000000000000882124
13;0.000000000000123788
13;0.0000000000000875419
13;4.859044
13;0.0000000000000489314
13;0.0000000000000875739
13;0.0000000000000902169
13;0.0000135114
13;0.000000000000030947
13;0.000000000000030947
13;0.000000000000030947
13;0.0000000000000220531
13;0.0000000000000223455
13;0.000000000000043851
13;0.0000000000000489314
13;0.0000000000000451126
13;0.0000000000000441062
13;0.0000000000000122329
13;0.0000000000000618939
13;0.0000000000000451126
18;3.878404
18;1.969589
18;10.99345
18;0.0000000000000882124
18;1.576594
18;2.537005
18;1.990729
18;2.686325
18;3.013772
18;0.00000000000018045
18;2.657341
18;2.126482
18;1.535331
18;2.156389
18;1.884762
18;2.39153
18;1.451231
18;2.109137
18;1.564808
18;1.644105
23;3.948205
23;4.91137
23;4.346444
23;3.768666
23;8.453999
23;12.38273
23;5.83251
23;11.7974
23;4.029299
23;11.8803
23;2.170073
23;3.37575
23;2.27052
23;0.8830218
23;4.128448
23;2.371102
23;3.093754
23;14.52415
23;3.507039
23;8.64217
28;6.901299
28;8.766622
28;9.110416
28;21.0391
28;8.749567
28;20.70469
28;7.38568
28;16.45006
28;2.536729
28;4.493428
28;7.970476
28;5.450431
28;4.556887
28;6.297438
28;6.488331
28;4.611234
28;6.80557
28;15.36281
28;5.041625
28;6.773556
33;10.23966
33;11.78858
33;9.961947
33;13.75704
33;17.10896
33;15.24454
33;10.23363
33;12.63422
33;10.81408
33;12.55148
33;12.27016
33;11.90992
33;14.63689
33;13.22409
33;9.875272
33;9.869193
33;2.426655
33;9.726593
33;12.72875
33;7.784977
38;0.0000000000000902251
38;8.862145
38;3.28689
38;8.498625
38;4.675514
38;7.011586
38;4.960741
38;10.0252
38;11.49661
38;14.2583
38;13.44488
38;12.66463
38;9.15374
38;13.6051
38;7.017475
38;6.595635
38;7.877528
38;8.47352
38;7.532702
38;14.92682
