Temp;Time_travelling
13;0.0753996776570653
13;0.055158862121354
13;0
13;0
13;0
13;0.383216751851332
13;0.102655992957105
13;0
13;0.360804434330621
13;0.452520817847797
13;0.467063779474161
13;0.0185964884916585
13;0.063051745747089
13;0.0487330483239684
13;0.472234847427526
13;0.309984838316908
13;0.0487330483239684
13;0
13;0.785774581062848
13;0.859338479128867
18;1.29340859706313
18;1.30976320295517
18;0.621089691308811
18;1.04792355231718
18;1.25067407970566
18;0.906581933943368
18;1.26648648958773
18;1.32786956875663
18;1.26728989612242
18;1.40544545390093
18;0.345683837795306
18;1.01555184770616
18;0.796458690956544
18;1.28845417374289
18;1.08539464893468
18;0.80903678322723
18;0.336209492134949
18;0
18;1.2215229065485
18;0.834102655712794
23;0.983924562420933
23;0.988222754284009
23;0.683309757978386
23;1.29049835351219
23;0.693873447316638
23;1.44628468721211
23;1.3997097670039
23;1.18681512444745
23;1.03712173288153
23;0.925596490171387
23;1.45633186288806
23;0.918553863756116
23;0.991964044403458
23;0.861584189583593
23;0.845356471727865
23;1.30026025077266
23;1.08675817441723
23;1.2527298402809
23;1.45547932978082
23;1.47730217306508
28;1.34085043938396
28;1.35337593989681
28;1.14014163763806
28;1.32269296879812
28;0.734416373978226
28;1.22638506746768
28;0.861610201960732
28;1.23481977676732
28;1.28438372973366
28;1.28438372973366
28;0.133671943899487
28;1.32684769891599
28;1.37987181654239
28;1.33079412177394
28;1.30295044376077
28;1.26177335359405
28;0.898770875153836
28;1.2718416065365
28;1.41235553123264
28;1.36208173619899
33;0.79628545332484
33;1.39451710674965
33;1.42981954469423
33;1.22065279459823
33;1.30570955048293
33;1.32901630562271
33;1.32287938011323
33;1.34644642468583
33;1.23579138478681
33;1.23283734801352
33;1.02768929843103
33;0.836877709767566
33;0.916098313032171
33;1.31017767877267
33;1.00624790391654
33;1.39222049190425
33;1.19914321561821
33;1.05382596348944
33;1.34541457650146
33;1.38609004283258
38;0.905346067296167
38;1.06911285138712
38;1.04515992472733
38;0.687045647526543
38;1.19871434774716
38;0.797036594544018
38;0.967021168372457
38;1.02024039824534
38;0.865301426102544
38;0.912930241739324
38;0.995817940016575
38;0.874457657343313
38;1.07025999156471
38;1.25752858540753
38;1.2304240818403
38;1.33399273887112
38;0.976197085327375
38;1.05211655055
38;0.97591026452538
38;1.06937369045751
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
45;0
